CountryIndex,Country,Ranking,Year,Score,Antidiscrimination_Legislation,Marriage_or_Civil Partnership,Adoption_Allowed,LGBT_Marketing, Equal_Age_of Consent,Religious_Influence,HIV_Travel_Restrictions,AntiGay_Laws,Homosexuality_Illegal,Pride_Banned,Locals_Hostile,Prosecution,Murders,Death_Sentence,Trans_Gender_Rights,Intersex_3rd_Option,Conversion_Therapy,GDP,Safe,Unsafe
113,Macedonia,89,2017,68,5,5,5,5,6,4,5,4,5,5,4,5,5,5,,,,0,1,1
113,Macedonia,80,2018,63,5,5,5,,6,4,5,4,5,5,4,5,5,5,6,,,0,0,1
113,Macedonia,83,2019,63,5,5,5,,6,4,5,4,5,5,4,5,5,5,6,,,0,0,1
113,Macedonia,92,2020,66,5,4,5,5,5,4,5,4,5,5,4,5,5,5,6,4,4,0,0,1
114,Madagascar,119,2012,65,5,5,5,5,5,4,5,5,5,5,3,5,3,5,,,,11578974888,0,1
114,Madagascar,118,2013,65,5,5,5,5,5,4,5,5,5,5,3,5,3,5,,,,12423555269,0,1
114,Madagascar,118,2014,65,5,5,5,5,5,4,5,5,5,5,3,5,3,5,,,,12522957228,0,1
114,Madagascar,122,2015,65,5,5,5,5,5,4,5,5,5,5,3,5,3,5,,,,11323020829,0,1
114,Madagascar,125,2016,65,5,5,5,5,5,4,5,5,5,5,3,5,3,5,,,,11848613735,0,1
114,Madagascar,123,2017,65,5,5,5,5,5,4,5,5,5,5,3,5,3,5,,,,13176313594,0,1
114,Madagascar,121,2018,60,5,5,5,,5,4,5,5,5,5,3,5,3,5,5,,,13760033097,0,1
114,Madagascar,122,2019,60,5,5,5,,5,4,5,5,5,5,3,5,3,5,5,,,14104664515,0,1
114,Madagascar,131,2020,63,5,4,5,5,4,4,5,5,5,5,3,5,3,5,5,4,4,13051441059,0,1
114,Madagascar,132,2021,63,5,4,5,5,4,4,5,5,5,5,3,5,3,5,5,4,4,14472603323,0,1
115,Malawi,176,2015,62,5,5,5,5,5,3,5,4,4,5,3,5,3,5,,,,6373212641,0,1
115,Malawi,178,2016,62,5,5,5,5,5,3,5,4,4,5,3,5,3,5,,,,5433040160,0,1
115,Malawi,183,2017,61,5,5,5,5,5,3,5,4,4,5,3,4,3,5,,,,8943543677,0,1
115,Malawi,187,2018,56,5,5,5,,5,3,5,4,4,5,3,4,3,5,4,,,9880675786,0,1
115,Malawi,187,2019,56,5,5,5,,5,3,5,4,4,5,3,4,3,5,4,,,11025371147,0,1
115,Malawi,190,2020,59,5,4,5,5,4,3,5,4,4,5,3,4,3,5,4,4,4,12182348213,0,1
115,Malawi,176,2021,60,5,4,5,5,5,3,5,4,4,5,3,4,3,5,5,4,4,12626717492,0,1
116,Malaysia,130,2012,62,5,5,5,5,6,3,4,3,4,5,4,3,5,5,,,,3.14E+11,1,1
116,Malaysia,130,2013,62,5,5,5,5,6,3,4,3,4,5,4,3,5,5,,,,3.23E+11,1,1
116,Malaysia,130,2014,62,5,5,5,5,6,3,4,3,4,5,4,3,5,5,,,,3.38E+11,1,1
116,Malaysia,141,2015,64,5,5,5,5,5,3,5,4,4,5,4,4,5,5,,,,3.01E+11,0,1
116,Malaysia,142,2016,64,5,5,5,5,5,3,5,4,4,5,4,4,5,5,,,,3.01E+11,0,1
116,Malaysia,139,2017,64,5,5,5,5,5,3,5,4,4,5,4,4,5,5,,,,3.19E+11,0,1
116,Malaysia,179,2019,57,5,5,5,,5,3,5,4,4,4,4,4,4,5,4,,,3.65E+11,0,1
116,Malaysia,190,2020,60,5,4,5,5,4,3,5,4,4,4,4,4,4,5,4,4,3,3.37E+11,0,1
116,Malaysia,176,2021,60,5,4,5,5,5,3,4,4,4,4,4,4,4,5,5,4,4,3.73E+11,0,1
117,Maldives,161,2015,63,5,5,5,5,5,3,5,4,4,5,3,4,5,5,,,,4109424800,0,1
117,Maldives,162,2016,63,5,5,5,5,5,3,5,4,4,5,3,4,5,5,,,,4379136462,0,1
117,Maldives,158,2017,63,5,5,5,5,5,3,5,4,4,5,3,4,5,5,,,,4754175869,0,1
117,Maldives,157,2018,58,5,5,5,,5,3,5,4,4,5,3,4,5,5,4,,,5300962660,0,1
117,Maldives,159,2019,58,5,5,5,,5,3,5,4,4,5,3,4,5,5,4,,,5609400722,0,1
117,Maldives,161,2020,61,5,4,5,5,4,3,5,4,4,5,3,4,5,5,4,4,4,3746321936,0,1
117,Maldives,160,2021,62,5,4,5,5,5,3,5,4,4,5,3,4,5,5,4,4,4,5405576236,0,1
118,Maledives,127,2012,63,5,5,5,5,5,3,5,4,4,5,3,4,5,5,,,,0,0,1
118,Maledives,127,2013,63,5,5,5,5,5,3,5,4,4,5,3,4,5,5,,,,0,0,1
118,Maledives,127,2014,63,5,5,5,5,5,3,5,4,4,5,3,4,5,5,,,,0,0,1
119,Mali,78,2020,69,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,17465392916,0,1
119,Mali,81,2021,69,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,19140461606,0,1
120,Malta,47,2012,70,6,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,9462289606,1,1
120,Malta,48,2013,70,6,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,10551600478,1,1
120,Malta,40,2014,71,6,5,5,6,6,4,5,5,5,5,4,5,5,5,,,,11626278730,1,1
120,Malta,22,2015,74,6,6,7,6,6,4,5,5,5,5,4,5,5,5,,,,11091423499,1,1
120,Malta,18,2016,76,7,6,7,6,6,4,5,5,5,5,5,5,5,5,,,,11668253265,1,1
120,Malta,22,2017,76,7,6,7,6,6,4,5,5,5,5,5,5,5,5,,,,13489380931,1,1
120,Malta,21,2018,70,7,6,7,,6,4,5,5,5,5,5,5,5,5,7,,,15298771847,1,1
120,Malta,4,2019,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,15725847979,1,1
120,Malta,1,2020,77,7,7,7,6,5,5,5,5,5,5,5,5,5,5,7,7,6,14933066819,1,0
120,Malta,2,2021,76,7,7,7,6,5,5,5,5,5,5,4,5,5,5,7,7,6,17364044944,1,0
121,Martinique,29,2012,72,7,6,5,5,6,4,5,5,5,5,4,5,5,5,,,,0,1,1
121,Martinique,30,2013,72,7,6,5,5,6,4,5,5,5,5,4,5,5,5,,,,0,1,1
121,Martinique,30,2014,72,7,6,5,5,6,4,5,5,5,5,4,5,5,5,,,,0,1,1
121,Martinique,18,2015,75,7,7,7,5,6,4,5,5,5,5,4,5,5,5,,,,0,1,1
121,Martinique,23,2016,75,7,7,7,5,6,4,5,5,5,5,4,5,5,5,,,,0,1,1
121,Martinique,29,2017,75,7,7,7,5,6,4,5,5,5,5,4,5,5,5,,,,0,1,1
121,Martinique,27,2018,70,7,7,7,,6,4,5,5,5,5,4,5,5,5,6,,,0,1,1
121,Martinique,28,2019,70,7,7,7,,6,4,5,5,5,5,4,5,5,5,6,,,0,1,1
121,Martinique,34,2020,74,7,7,7,5,5,4,5,5,5,5,4,5,5,5,6,4,4,0,1,1
121,Martinique,31,2021,74,7,7,7,5,5,4,5,5,5,5,4,5,5,5,7,4,4,0,1,1
122,Mauritania,161,2015,63,5,5,5,5,5,3,5,4,4,5,3,5,5,4,,,,6166857629,0,1
122,Mauritania,162,2016,63,5,5,5,5,5,3,5,4,4,5,3,5,5,4,,,,6398738829,0,1
122,Mauritania,158,2017,63,5,5,5,5,5,3,5,4,4,5,3,5,5,4,,,,6800141922,0,1
122,Mauritania,157,2018,58,5,5,5,,5,3,5,4,4,5,3,5,5,4,4,,,7473550557,0,1
122,Mauritania,159,2019,58,5,5,5,,5,3,5,4,4,5,3,5,5,4,4,,,8066126312,0,1
122,Mauritania,161,2020,61,5,4,5,5,4,3,5,4,4,5,3,5,5,4,4,4,4,8405491202,0,1
122,Mauritania,176,2021,61,5,4,5,5,5,3,5,4,4,5,3,4,5,4,4,4,4,9996249658,0,1
123,Mauritius,104,2012,66,5,5,5,5,6,5,5,4,4,5,4,3,5,5,,,,11668685524,1,1
123,Mauritius,105,2013,66,5,5,5,5,6,5,5,4,4,5,4,3,5,5,,,,12292957324,1,1
123,Mauritius,105,2014,66,5,5,5,5,6,5,5,4,4,5,4,3,5,5,,,,13074137210,1,1
123,Mauritius,122,2015,65,5,5,5,5,6,4,5,4,4,5,4,3,5,5,,,,12007291046,1,1
123,Mauritius,109,2016,66,6,5,5,5,6,4,5,4,4,5,4,3,5,5,,,,12594149441,1,1
123,Mauritius,101,2017,67,6,5,5,5,6,4,5,4,4,5,4,4,5,5,,,,13713509312,1,1
123,Mauritius,111,2018,62,6,5,5,,6,4,5,4,4,5,4,4,5,5,4,,,14735695931,0,1
123,Mauritius,110,2019,62,6,5,5,,6,4,5,4,4,5,4,4,5,5,4,,,14436353898,0,1
123,Mauritius,117,2020,65,6,4,5,5,5,4,5,4,4,5,4,4,5,5,4,4,4,11401050655,0,1
123,Mauritius,117,2021,66,6,4,5,5,5,4,5,4,4,5,5,4,5,5,4,4,4,11529042672,0,1
124,Mexico,38,2012,70,6,5,6,6,6,4,5,5,5,5,4,5,3,5,,,,1.20E+12,1,1
124,Mexico,38,2013,70,6,5,6,6,6,4,5,5,5,5,4,5,3,5,,,,1.27E+12,1,1
124,Mexico,40,2014,70,6,5,6,6,6,4,5,5,5,5,4,5,3,5,,,,1.32E+12,1,1
124,Mexico,55,2015,70,6,5,6,6,6,4,5,5,5,5,4,5,3,5,,,,1.17E+12,1,1
124,Mexico,42,2016,72,6,6,7,6,6,4,5,5,5,5,4,5,3,5,,,,1.08E+12,1,1
124,Mexico,42,2017,72,6,6,7,6,6,4,5,5,5,5,4,5,3,5,,,,1.16E+12,1,1
124,Mexico,55,2018,66,6,6,7,,6,4,5,5,5,5,4,5,3,5,5,,,1.22E+12,0,1
124,Mexico,57,2019,66,6,6,7,,6,4,5,5,5,5,4,5,3,5,5,,,1.27E+12,0,1
124,Mexico,49,2020,71,6,6,7,6,5,4,5,5,5,5,4,5,3,5,5,4,4,1.09E+12,1,1
124,Mexico,40,2021,72,8,6,6,6,5,4,5,5,5,5,4,5,3,5,6,4,5,1.27E+12,1,1
125,Moldova,77,2015,69,6,5,5,5,6,5,5,4,5,4,4,5,5,5,,,,0,1,1
125,Moldova,79,2016,69,6,5,5,5,6,5,5,4,5,4,4,5,5,5,,,,0,1,1
125,Moldova,80,2017,69,6,5,5,5,6,5,5,4,5,4,4,5,5,5,,,,0,1,1
125,Moldova,80,2018,63,6,5,5,,6,4,5,4,5,4,4,5,5,5,6,,,0,0,1
125,Moldova,83,2019,63,6,5,5,,6,4,5,4,5,4,4,5,5,5,6,,,0,0,1
125,Moldova,92,2020,66,6,4,5,5,5,4,5,4,5,4,4,5,5,5,6,4,4,0,0,1
125,Moldova,96,2021,66,6,4,5,5,5,4,5,4,5,4,4,5,5,5,6,4,4,0,0,1
126,Moldovia,59,2012,69,5,5,5,5,6,5,5,5,5,4,4,5,5,5,,,,8709138765,1,1
126,Moldovia,60,2013,69,5,5,5,5,6,5,5,5,5,4,4,5,5,5,,,,9496717702,1,1
126,Moldovia,60,2014,69,5,5,5,5,6,5,5,5,5,4,4,5,5,5,,,,9510198962,1,1
127,Monaco,77,2015,69,5,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,6261622101,1,1
127,Monaco,79,2016,69,5,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,6472990923,1,1
127,Monaco,80,2017,69,5,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,6431314957,1,1
127,Monaco,80,2018,64,5,5,5,,6,4,5,5,5,5,4,5,5,5,5,,,7194024563,0,1
127,Monaco,68,2019,65,5,5,5,,6,4,5,5,5,5,5,5,5,5,5,,,7383745662,0,1
127,Monaco,78,2020,68,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,6739691605,0,1
127,Monaco,66,2021,70,5,6,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,8596096984,1,1
128,Mongolia,74,2012,68,5,5,5,5,5,5,4,5,5,5,4,5,5,5,,,,12292770631,0,1
128,Mongolia,74,2013,68,5,5,5,5,5,5,4,5,5,5,4,5,5,5,,,,12582122604,0,1
128,Mongolia,76,2014,68,5,5,5,5,5,5,4,5,5,5,4,5,5,5,,,,12226514722,0,1
128,Mongolia,55,2015,70,5,5,5,5,6,5,5,5,5,5,4,5,5,5,,,,11619892396,1,1
128,Mongolia,61,2016,70,5,5,5,5,6,5,5,5,5,5,4,5,5,5,,,,11181350461,1,1
128,Mongolia,49,2017,71,6,5,5,5,6,5,5,5,5,5,4,5,5,5,,,,11480847745,1,1
128,Mongolia,55,2018,66,6,5,5,,6,5,5,5,5,5,4,5,5,5,5,,,13178094459,0,1
128,Mongolia,57,2019,66,6,5,5,,6,5,5,5,5,5,4,5,5,5,5,,,14206359007,0,1
128,Mongolia,66,2020,69,6,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,13312981595,0,1
128,Mongolia,81,2021,68,6,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,15286441818,0,1
129,Montenegro,59,2012,69,5,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,4087725813,1,1
129,Montenegro,60,2013,69,5,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,4466039315,1,1
129,Montenegro,60,2014,69,5,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,4594024180,1,1
129,Montenegro,43,2015,71,7,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,4054712083,1,1
129,Montenegro,61,2016,70,7,5,5,5,6,4,5,4,5,5,4,5,5,5,,,,4377033429,1,1
129,Montenegro,62,2017,70,7,5,5,5,6,4,5,4,5,5,4,5,5,5,,,,4856632399,1,1
129,Montenegro,67,2018,65,7,5,5,,6,4,5,4,5,5,4,5,5,5,5,,,5506766651,0,1
129,Montenegro,68,2019,65,7,5,5,,6,4,5,4,5,5,4,5,5,5,5,,,5542053845,0,1
129,Montenegro,78,2020,68,7,4,5,5,5,4,5,4,5,5,4,5,5,5,5,4,4,4769860741,1,1
129,Montenegro,66,2021,68,7,4,5,5,5,4,5,4,5,5,4,5,5,5,6,4,4,5861268039,1,1
130,Morocco,119,2012,65,5,5,5,5,6,4,5,4,4,5,4,3,5,5,,,,98266306615,1,1
130,Morocco,118,2013,65,5,5,5,5,6,4,5,4,4,5,4,3,5,5,,,,1.07E+11,1,1
130,Morocco,118,2014,65,5,5,5,5,6,4,5,4,4,5,4,3,5,5,,,,1.19E+11,1,1
130,Morocco,122,2015,65,5,5,5,5,5,4,5,4,4,5,4,4,5,5,,,,1.10E+11,0,1
130,Morocco,125,2016,65,5,5,5,5,5,4,5,4,4,5,4,4,5,5,,,,1.12E+11,0,1
130,Morocco,139,2017,64,5,5,5,5,5,4,5,4,4,5,3,4,5,5,,,,1.19E+11,0,1
130,Morocco,157,2018,58,5,5,5,,5,4,5,4,4,5,3,4,4,5,4,,,1.27E+11,0,1
130,Morocco,159,2019,58,5,5,5,,5,4,5,4,4,5,3,4,4,5,4,,,1.29E+11,0,1
130,Morocco,161,2020,61,5,4,5,5,4,4,5,4,4,5,3,4,4,5,4,4,4,1.21E+11,0,1
130,Morocco,176,2021,61,5,4,5,5,5,4,5,4,4,5,3,3,4,5,4,4,4,1.43E+11,0,1
131,Mozambique,42,2016,72,6,5,5,5,6,5,5,5,5,5,5,5,5,5,,,,11936999283,1,1
131,Mozambique,42,2017,72,6,5,5,5,6,5,5,5,5,5,5,5,5,5,,,,13219084261,1,1
131,Mozambique,40,2018,67,6,5,5,,6,5,5,5,5,5,5,5,5,5,6,,,14845402474,0,1
131,Mozambique,41,2019,67,6,5,5,,6,5,5,5,5,5,5,5,5,5,6,,,15390039242,0,1
131,Mozambique,49,2020,70,6,4,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,14028811072,0,1
131,Mozambique,60,2021,70,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,15776758633,0,1
132,Myanmar,104,2012,66,5,5,5,5,6,5,5,4,4,5,4,3,5,5,,,,58318677645,1,1
132,Myanmar,105,2013,66,5,5,5,5,6,5,5,4,4,5,4,3,5,5,,,,60572257122,1,1
132,Myanmar,105,2014,66,5,5,5,5,6,5,5,4,4,5,4,3,5,5,,,,63264892768,1,1
132,Myanmar,96,2015,67,5,5,5,5,6,5,5,4,4,5,4,4,5,5,,,,63045305229,1,1
132,Myanmar,99,2016,67,5,5,5,5,6,5,5,4,4,5,4,4,5,5,,,,60291736894,1,1
132,Myanmar,101,2017,67,5,5,5,5,6,5,5,4,4,5,4,4,5,5,,,,61449392056,1,1
132,Myanmar,104,2018,63,5,5,5,,6,5,5,4,4,5,4,5,5,5,4,,,67144725831,0,1
132,Myanmar,104,2019,63,5,5,5,,6,5,5,4,4,5,4,5,5,5,4,,,68697759361,0,1
132,Myanmar,111,2020,66,5,4,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,78930257227,0,1
132,Myanmar,117,2021,66,5,4,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,65091751273,0,1
133,Namibia,119,2012,65,5,5,5,5,6,5,3,4,4,5,5,3,5,5,,,,13042007432,1,1
133,Namibia,118,2013,65,5,5,5,5,6,5,3,4,4,5,5,3,5,5,,,,12043276401,1,1
133,Namibia,118,2014,65,5,5,5,5,6,5,3,4,4,5,5,3,5,5,,,,12435416063,1,1
133,Namibia,104,2015,66,5,5,5,5,5,4,5,4,4,5,4,5,5,5,,,,11335179561,0,1
133,Namibia,109,2016,66,5,5,5,5,5,4,5,4,4,5,4,5,5,5,,,,10721994676,0,1
133,Namibia,112,2017,66,5,5,5,5,5,4,5,4,4,5,4,5,5,5,,,,12895153157,0,1
133,Namibia,111,2018,62,5,5,5,,5,4,5,4,4,5,5,5,5,5,4,,,13682062251,0,1
133,Namibia,110,2019,62,5,5,5,,5,4,5,4,4,5,5,5,5,5,4,,,12541928105,0,1
133,Namibia,117,2020,65,5,4,5,5,4,4,5,4,4,5,5,5,5,5,4,4,4,10581585630,0,1
133,Namibia,107,2021,67,5,4,6,5,5,4,5,4,4,5,5,5,5,5,4,4,4,12310595844,0,1
134,Nepal,88,2012,67,5,5,5,5,6,4,5,4,5,5,4,4,5,5,,,,21703106502,1,1
134,Nepal,90,2013,67,5,5,5,5,6,4,5,4,5,5,4,4,5,5,,,,22162208956,1,1
134,Nepal,90,2014,67,5,5,5,5,6,4,5,4,5,5,4,4,5,5,,,,22731602970,1,1
134,Nepal,90,2015,68,5,5,5,5,6,4,5,5,5,5,4,4,5,5,,,,24360795411,1,1
134,Nepal,42,2016,72,8,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,24524098185,1,1
134,Nepal,42,2017,72,8,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,28971589213,1,1
134,Nepal,40,2018,67,8,5,5,,6,4,5,5,5,5,4,5,5,5,6,,,33111525872,0,1
134,Nepal,41,2019,67,8,5,5,,6,4,5,5,5,5,4,5,5,5,6,,,34186190996,0,1
134,Nepal,41,2020,70,8,4,5,5,5,4,5,5,5,5,4,5,5,5,6,6,4,33433670512,1,1
134,Nepal,51,2021,70,8,4,5,5,5,4,5,5,5,5,4,5,5,5,5,6,4,36288830373,1,1
135,Netherlands,2,2012,78,7,7,7,6,6,5,5,5,5,5,5,5,5,5,,,,8.39E+11,1,1
135,Netherlands,2,2013,78,7,7,7,6,6,5,5,5,5,5,5,5,5,5,,,,8.77E+11,1,1
135,Netherlands,2,2014,78,7,7,7,6,6,5,5,5,5,5,5,5,5,5,,,,8.92E+11,1,1
135,Netherlands,3,2015,78,7,7,7,6,6,5,5,5,5,5,5,5,5,5,,,,7.66E+11,1,1
135,Netherlands,3,2016,78,7,7,7,6,6,5,5,5,5,5,5,5,5,5,,,,7.84E+11,1,1
135,Netherlands,3,2017,78,7,7,7,6,6,5,5,5,5,5,5,5,5,5,,,,8.34E+11,1,1
135,Netherlands,3,2018,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,9.14E+11,1,1
135,Netherlands,4,2019,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,9.10E+11,1,1
135,Netherlands,5,2020,76,7,7,7,5,5,5,5,5,5,5,5,5,5,5,7,6,5,9.10E+11,1,0
135,Netherlands,14,2021,77,7,7,7,6,5,5,5,5,5,5,5,5,5,5,7,5,4,1.01E+12,1,1
136,New Caledonia,29,2012,72,6,5,5,5,6,5,5,5,5,5,5,5,5,5,,,,9659153061,1,1
136,New Caledonia,30,2013,72,6,5,5,5,6,5,5,5,5,5,5,5,5,5,,,,10151385306,1,1
136,New Caledonia,30,2014,72,6,5,5,5,6,5,5,5,5,5,5,5,5,5,,,,10635039739,1,1
136,New Caledonia,14,2015,76,7,7,7,5,6,5,5,5,5,5,4,5,5,5,,,,8738205837,1,1
136,New Caledonia,18,2016,76,7,7,7,5,6,5,5,5,5,5,4,5,5,5,,,,8724570250,1,1
136,New Caledonia,22,2017,76,7,7,7,5,6,5,5,5,5,5,4,5,5,5,,,,9173668102,1,1
136,New Caledonia,21,2018,71,7,7,7,,6,5,5,5,5,5,4,5,5,5,6,,,9846922416,1,1
136,New Caledonia,23,2019,71,7,7,7,,6,5,5,5,5,5,4,5,5,5,6,,,9438130987,1,1
136,New Caledonia,31,2020,75,7,7,7,5,5,5,5,5,5,5,4,5,5,5,6,4,4,9435529927,1,1
136,New Caledonia,27,2021,75,7,7,7,5,5,5,5,5,5,5,4,5,5,5,7,4,4,10071351960,1,1
137,New Zealand,14,2012,74,7,6,5,5,6,5,5,5,5,5,5,5,5,5,,,,1.76E+11,1,1
137,New Zealand,9,2013,76,7,7,6,5,6,5,5,5,5,5,5,5,5,5,,,,1.91E+11,1,1
137,New Zealand,10,2014,76,7,7,6,5,6,5,5,5,5,5,5,5,5,5,,,,2.01E+11,1,1
137,New Zealand,22,2015,74,7,6,5,5,6,5,5,5,5,5,5,5,5,5,,,,1.78E+11,1,1
137,New Zealand,23,2016,75,7,6,6,5,6,5,5,5,5,5,5,5,5,5,,,,1.89E+11,1,1
137,New Zealand,12,2017,77,7,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,2.07E+11,1,1
137,New Zealand,3,2018,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,2.12E+11,1,1
137,New Zealand,4,2019,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,2.13E+11,1,1
137,New Zealand,10,2020,76,7,7,7,5,5,5,5,5,5,5,5,5,5,5,7,6,4,2.12E+11,1,1
137,New Zealand,14,2021,77,7,7,7,5,5,5,5,5,5,5,6,5,5,5,6,6,4,2.50E+11,1,0
138,Nicaragua,59,2012,69,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,10532006608,0,1
138,Nicaragua,60,2013,69,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,10982979274,0,1
138,Nicaragua,60,2014,69,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,11880434071,0,1
138,Nicaragua,55,2015,70,6,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,12756706583,1,1
138,Nicaragua,61,2016,70,6,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,13286083645,1,1
138,Nicaragua,62,2017,70,6,5,5,5,6,4,5,5,5,5,4,5,5,5,,,,13785909906,1,1
138,Nicaragua,80,2018,65,6,5,5,,6,4,5,5,5,5,4,5,5,5,4,,,13025239912,0,1
138,Nicaragua,83,2019,65,6,5,5,,6,4,5,5,5,5,4,5,5,5,4,,,12596636042,0,1
138,Nicaragua,92,2020,68,6,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,4,12586970511,0,1
138,Nicaragua,117,2021,66,6,4,5,5,5,4,5,4,5,5,3,5,5,5,4,4,4,14013022092,0,1
139,Niger,92,2020,68,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,13744174690,0,1
139,Niger,81,2021,69,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,14915001427,0,1
140,Nigeria,132,2012,60,5,5,5,5,6,5,5,3,4,5,4,3,5,0,,,,4.64E+11,1,1
140,Nigeria,132,2013,60,5,5,5,5,6,5,5,3,4,5,4,3,5,0,,,,5.20E+11,1,1
140,Nigeria,132,2014,60,5,5,5,5,6,5,5,3,4,5,4,3,5,0,,,,5.74E+11,1,1
140,Nigeria,141,2015,64,5,5,5,5,5,5,5,4,4,5,3,4,5,4,,,,4.93E+11,0,1
140,Nigeria,142,2016,64,5,5,5,5,5,5,5,4,4,5,3,4,5,4,,,,4.05E+11,0,1
140,Nigeria,139,2017,64,5,5,5,5,5,5,5,4,4,5,3,4,5,4,,,,3.76E+11,0,1
140,Nigeria,143,2018,59,5,5,5,,5,5,5,4,4,5,3,3,5,5,4,,,4.22E+11,0,1
140,Nigeria,146,2019,59,5,5,5,,5,5,5,4,4,5,3,3,5,5,4,,,4.48E+11,0,1
140,Nigeria,190,2020,59,5,4,5,5,4,4,5,4,4,5,3,4,5,2,4,4,4,4.32E+11,0,1
140,Nigeria,190,2021,60,5,4,5,5,5,4,5,4,4,5,3,4,5,2,4,4,4,4.41E+11,0,1
141,North Macedonia,66,2021,68,7,4,5,5,5,4,5,4,5,5,4,5,5,5,6,4,4,13825049832,1,1
142,Norway,6,2012,76,6,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,5.10E+11,1,1
142,Norway,9,2013,76,6,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,5.23E+11,1,1
142,Norway,10,2014,76,6,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,4.98E+11,1,1
142,Norway,9,2015,77,7,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,3.86E+11,1,1
142,Norway,10,2016,77,7,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,3.69E+11,1,1
142,Norway,12,2017,77,7,7,7,5,6,5,5,5,5,5,5,5,5,5,,,,3.98E+11,1,1
142,Norway,3,2018,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,4.37E+11,1,1
142,Norway,4,2019,72,7,7,7,,6,5,5,5,5,5,5,5,5,5,7,,,4.05E+11,1,1
142,Norway,18,2020,76,7,7,7,5,5,5,5,5,5,5,5,5,5,5,7,4,4,3.62E+11,1,1
142,Norway,18,2021,77,7,7,7,5,5,5,5,5,5,5,6,5,5,5,7,4,4,4.82E+11,1,0
143,Oman,119,2012,65,5,5,5,5,6,4,4,4,4,5,4,4,5,5,,,,87408842653,1,1
143,Oman,118,2013,65,5,5,5,5,6,4,4,4,4,5,4,4,5,5,,,,89936020806,1,1
143,Oman,118,2014,65,5,5,5,5,6,4,4,4,4,5,4,4,5,5,,,,92699089727,1,1
143,Oman,122,2015,65,5,5,5,5,6,4,4,4,4,5,4,4,5,5,,,,78710793238,1,1
143,Oman,125,2016,65,5,5,5,5,6,4,4,4,4,5,4,4,5,5,,,,75128738622,1,1
143,Oman,123,2017,65,5,5,5,5,6,4,4,4,4,5,4,4,5,5,,,,80856697009,1,1
143,Oman,133,2018,60,5,5,5,,6,4,4,4,4,5,4,4,5,5,4,,,91505851756,0,1
143,Oman,137,2019,60,5,5,5,,6,4,4,4,4,5,4,4,5,5,4,,,88060858257,0,1
143,Oman,147,2020,63,5,4,5,5,5,4,4,4,4,5,4,4,5,5,4,4,4,75909397659,0,1
143,Oman,150,2021,63,5,4,5,5,5,4,4,4,4,5,4,4,5,5,4,4,4,88191977373,0,1
144,Pakistan,119,2012,65,5,5,5,5,6,3,5,4,4,5,4,4,5,5,,,,2.24E+11,1,1
144,Pakistan,118,2013,65,5,5,5,5,6,3,5,4,4,5,4,4,5,5,,,,2.31E+11,1,1
144,Pakistan,118,2014,65,5,5,5,5,6,3,5,4,4,5,4,4,5,5,,,,2.44E+11,1,1
